pmid,title,abstract,journal,year,doi,first_author,n_authors,study_type,pub_types,mesh_terms,fetched_at
39853181,"Prevalence, risk factors and health-seeking behavior of menstrual disorders among women in India: a review of two-decade evidence.","BACKGROUND: Menstrual health is critical for women of reproductive age. It is also evident that menstrual disorders have contributed to the increasing burden of non-communicable diseases. OBJECTIVE: To our knowledge, no literature review explicitly addresses the prevalence, risk factors, and health-seeking behaviour of menstrual disorders in India. Therefore, the current study aims to synthesize the available scientific evidence on the prevalence and risk factors of menstrual disorders in India over the last two decades. METHODS: We followed PRISMA guidelines to conduct the review. We used Google Scholar, PubMed, JSTOR, Scopus, and Sci Direct search engines to find eligible research studies and extracted data from 2000 to 2022. We also conducted quality appraisals of included studies in the review. RESULTS: Results show that the prevalence of any menstrual disorders ranges from 3% to 87%. Among all menstrual disorders, Dysmenorrhea was reported to be high (46% to 76%) among women, followed by premenstrual symptoms (PMS) (40% to 71%), while PCOS (3% to 14.14%) was less. The study further found that irregular lifestyle, obesity, inadequate diet, age at marriage, family history, smoking, and place of residence factors is associated with menstrual disorders in India. As far as health-seeking for menstrual disorders is concerned, one-third of women sought treatment for menstrual disorders. CONCLUSION: The present study has revealed that most women reported high rates of Dysmenorrhea, while Polycystic Ovary Syndrome (PCOS) is less prevalent. The study findings suggest that health-seeking behaviour is the most important factor in reducing menstrual disorders, which has long-term effects of increasing other comorbidities.",Global health action,2024,10.1080/16549716.2024.2433331,Das P,2,Review,"Journal Article; Review; Research Support, Non-U.S. Gov't",Humans; Female; India; Risk Factors; Prevalence; Menstruation Disturbances; Patient Acceptance of Health Care; Adult,2026-09-25T01:46:52+00:00
39554321,Dietary and lifestyle-related factors behind delayed conception in females.,"Delayed conceiving is a failure of a female to attain clinical pregnancy within a year without the use of contraception or any precautionary measure. The females of reproductive age (20-49 years) are the sufferers, that is, about 1.5 million or 10% of couples globally are facing this issue. Delayed conception can be caused by several reasons including diet, lifestyle, and genetic and clinical problems. Deficiencies or overconsumption of any nutrient may also cause delayed conception in females. Dietary deficits such as iron, iodine, zinc, folate, and vitamin D reduce the ovarian reserve. Heavy metals such as copper, manganese, lead, and cadmium also have an impact on fertility. Overconsumption of fast foods and nonhome-made foods increases the likelihood of infertility by 2-3. Smoking, physical activity, age, polycystic ovary syndrome (PCOS), obesity, and depression have all been considered lifestyle and clinical factors. If women have a sedentary lifestyle, too much exercise or obesity both contribute to infertility. In clinical factors, type 1 diabetes, insulin resistance, and hypertension mainly cause infertility. Our focus in this review is on the studies probe that how these variables contributed to delayed conception and how it can be controlled to help combat infertility. Prevention from delayed conception involves consuming a healthy and balanced diet that contains essential nutrients engaging in physical activity and abstaining from smoking, PCOS, and medical issues.",Food science & nutrition,2024,10.1002/fsn3.4274,Rizvi MK,6,Review,Journal Article; Review,,2026-09-25T01:46:52+00:00
39366675,24-hour movement behaviours and cardiometabolic markers in women with polycystic ovary syndrome (PCOS): a compositional data analysis.,"STUDY QUESTION: Are 24-h movement composition and time reallocations between the movement behaviours (moderate-to-vigorous physical activity (MVPA), light physical activity (LPA), sedentary behaviour (SB), and sleep) differentially associated with cardiometabolic markers in women with polycystic ovary syndrome (PCOS) relative to women without PCOS? SUMMARY ANSWER: There was no difference in 24-h movement composition between the groups, although among women without PCOS, reducing SB time while increasing either MVPA or LPA time was associated with beneficial differences in cardiometabolic markers, whereas in women with PCOS beneficial differences were observed only when SB time was replaced with MVPA. WHAT IS KNOWN ALREADY: Women with PCOS display lower levels of physical activity, higher sedentary time, and less total sleep than women without the syndrome. Exercise interventions among women with PCOS have shown improvements in body composition and insulin sensitivity, while the findings regarding blood pressure, insulin resistance, and lipid profiles are contradictory. STUDY DESIGN, SIZE, DURATION: This study was part of a prospective, general population-based Northern Finland Birth Cohort 1966 (NFBC1966) (n = 5889 women). At the 31-year and 46-year follow-up, data collection was performed through postal and clinical examinations, including fasting blood samples and anthropometric measurements. Accelerometer data collection of 14 days (n = 2602 women) and a 2-h oral glucose tolerance test (n = 2780 women) were performed at the 46-year follow-up. Participants were identified as women with or without PCOS at age 31 (n = 1883), and the final study population included those who provided valid accelerometer data at age 46 (n = 857). PARTICIPANTS/MATERIALS, SETTING, METHODS: Women with PCOS (n = 192) were identified based on the 2023 International Evidence-based Guideline, while those who exhibited no PCOS features were considered women without PCOS (controls; n = 665). Accelerometer-measured MVPA, LPA, and SB were combined with self-reported sleep to obtain 24-h compositions. Multivariable regression analysis based on compositional data analysis and isotemporal reallocations were performed to investigate the associations between 24-h movement composition and cardiometabolic markers. Isotemporal reallocations were expressed as differences (%Δ) from the sample's mean. MAIN RESULTS AND THE ROLE OF CHANCE: There was no difference in overall 24-h movement composition between women with PCOS and controls in midlife. The 24-h movement composition was associated with waist circumference, triglycerides, fasting serum insulin, and Homeostatic Model Assessment-insulin resistance (HOMA-IR) in both controls and women with PCOS. Reallocating 15 min from SB to MVPA was associated with favourable differences in cardiometabolic markers in both controls (%Δ range from -1.7 to -4.9) and women with PCOS (%Δ range from -1.9 to -8.6). Reallocating 15 min from SB to LPA was also associated with favourable differences in cardiometabolic markers among controls (%Δ range from -0.5 to -1.6) but not among women with PCOS. LIMITATIONS, REASONS FOR CAUTION: The substitution technique used in this study is theoretical, which can be considered as a limitation. Other limitations of this study are the use of self-reported sleeping time and the difference in the group sample sizes. WIDER IMPLICATIONS OF THE FINDINGS: These findings suggest that women with PCOS should be targeted with interventions involving physical activity of at least moderate intensity to improve their cardiometabolic health and underline the importance of developing tailored activity guidelines for women with PCOS. STUDY FUNDING/COMPETING INTEREST(S): This study was funded by the Jenny and Antti Wihuri Foundation, Sigrid Juselius Foundation, Novo Nordisk (NNF21OC0070372), Research Council of Finland (315921/2018, 321763/2019, 6GESS 336449), Ministry of Education and Culture of Finland (OKM/54/626/2019, OKM/85/626/2019, OKM/1096/626/2020, OKM/20/626/2022, OKM/76/626/2022, and OKM/68/626/2023), and Roche Diagnostics International Ltd. L.J.M. is supported by a Veski Fellowship. M.Nu. has received funding from Fibrobesity-project, a strategic profiling project at the University of Oulu, which is supported by Research Council of Finland (Profi6 336449). NFBC1966 follow-ups received financial support from University of Oulu (Grant no. 65354, 24000692), Oulu University Hospital (Grant no. 2/97, 8/97, 24301140), Ministry of Health and Social Affairs (Grant no. 23/251/97, 160/97, 190/97), National Institute for Health and Welfare, Helsinki (Grant no. 54121), Regional Institute of Occupational Health, Oulu, Finland (Grant no. 50621, 54231), and ERDF European Regional Development Fund (Grant no. 539/2010 A31592). T.T.P. declares consulting fees from Gedeon Richter, Organon, Astellas, Roche; speaker's fees from Gedeon Richter, Exeltis, Roche, Stragen, Merck, Organon; and travel support from Gedeon Richter. The remaining authors declare no conflicts of interest. TRIAL REGISTRATION NUMBER: N/A.","Human reproduction (Oxford, England)",2024,10.1093/humrep/deae232,Pesonen E,11,Other,Journal Article,Humans; Female; Polycystic Ovary Syndrome; Sedentary Behavior; Exercise; Adult; Sleep; Biomarkers; Prospective Studies; Insulin Resistance; Finland; Middle Aged; Accelerometry; Cardiovascular Diseases,2026-09-25T01:46:52+00:00
39154063,Shared genes of polycystic ovary syndrome and sedentary behavior as a novel immune landscape biomarker for endometrial cancer.,"Endometrial cancer (EC) is associated with significant risk factors such as polycystic ovarian syndrome (PCOS) and sedentary behavior. In our study, we aim to employ machine learning algorithms to investigate the potential molecular processes that underlie their interaction and explore their respective roles in the diagnosis and immunotherapy of EC. The GEO database provides access to microarray data, which was utilized in this study to identify gene expression modules associated with PCOS and sedentary behavior, using weighted gene expression network analysis (WGCNA). Cluego software was then employed to investigate the energy enrichment of shared pathways in both PCOS and sedentary individuals, and differential gene analysis was used to confirm another two databases. The miRNAs-mRNAs controlled network was constructed to verify the pathway. The immune-related factors of the shared pathway in EC were then analyzed. Finally, to validate our findings, we conducted cell experiments using EC cell lines (AN3CA, KLE, Ishikawa, RL95-2, and HEC-1A). We found that increased intracellular aromatic compound anabolism is a common feature of both PCOS and sedentary individuals. We then developed a disease pathway model that was based on the common genetic characteristics of PCOS and sedentary behavior. We utilized pathway typing in EC samples and found a significant survival difference between the two subgroups, with the upregulated expression type exhibiting an immune-hot phenotype. Finally, the experimental results confirmed the expression of the hub gene (NAA15) in EC. The findings of our study suggest that genes related to the intracellular aromatic compound metabolic pathway can be used for immunotherapy of EC.",Scientific reports,2024,10.1038/s41598-024-69951-x,Ge Y,7,Other,Journal Article,"Humans; Polycystic Ovary Syndrome; Female; Endometrial Neoplasms; Sedentary Behavior; Biomarkers, Tumor; Gene Regulatory Networks; Gene Expression Regulation, Neoplastic; Cell Line, Tumor; MicroRNAs; Gene Expression Profiling; Machine Learning",2026-09-25T01:46:52+00:00
38646985,Circulating levels of irisin and Meteorin-like protein in PCOS and its correlation with metabolic parameters.,"INTRODUCTION: Research on obesity, which results from excessive food consumption and sedentary lifestyle, has focused on increasing energy expenditure. Recently, muscle tissue is being investigated as an endocrine active organ, secreting molecules called myokines. Multiple studies have been performed to assess myokine levels in various disorders, including polycystic ovary syndrome (PCOS) and metabolic syndrome. Irisin and Meteorin-like protein (Metrnl) are particles which, among others, are suggested to play an important role in adipose tissue browning and improving insulin sensitivity. MATERIAL AND METHODS: The study population consisted of 31 women with PCOS and 18 healthy individuals. PCOS was diagnosed based on revised 2003 Rotterdam criteria. Multiple anthropometrical, hormonal, and biochemical parameters were assessed, including oral glucose tolerance test and body composition with dual energy X-ray absorptiometry. Serum levels of irisin and Metrnl were measured by enzyme-linked immunosorbent assay (ELISA). RESULTS: There were no differences between the PCOS and control groups according to age, body mass index (BMI), waist-to-hip ratio (WHR), fasting glucose, homeostasis model assessment of insulin resistance (HOMA-IR), or body mass composition. Assessment of Metrnl and irisin concentrations revealed no significant differences between PCOS and healthy women. The irisin level was negatively correlated with BMI, body fat mass, fasting glucose, and insulin concentrations. No relationship between Metrnl level and metabolic parameters was found. CONCLUSIONS: Although irisin seems to be a promising biomarker, inconsistent research limits its value in clinical use in the assessment or treatment of obesity. Metrnl level was not affected in the study population, but it might be connected to the severity of metabolic disturbances.",Endokrynologia Polska,2024,10.5603/ep.99111,Paczkowska K,9,Other,Journal Article,Humans; Female; Polycystic Ovary Syndrome; Fibronectins; Adult; Young Adult; Insulin Resistance; Body Mass Index; Adipokines,2026-09-25T01:46:52+00:00
37528155,"Influence of lifestyle factors with the outcome of menstrual disorders among adolescents and young women in West Bengal, India.","Menstruation is a natural phenomenon for every female, starting from adolescents to menopausal age. Any disturbances in menstrual patterns can eventually affect one's physical as well as psychological health which in turn hamper the quality of life of women. Several factors including genetic predisposition as well as lifestyle modifications adversely affect normal menstrual patterns. Hence, this study aims to evaluate the prevalence of menstrual disorders among adolescents and young women as well as the associated risk factors. A cross-sectional random survey was conducted from January 2020 to January 2022 in various schools and colleges. A structured questionnaire was prepared which include anthropometric details, demographic information, and lifestyle patterns. The data were extracted for further statistical analysis. In the overall study population, the prevalence of PCOS, Dysmenorrhea, Menorrhagia, Polymenorrhea, Hypomenorrhea and the irregular menstrual cycle was found at 14.14%, 15.14%, 6.29%, 3.70%, 5.16% and 44.83% respectively. The mean BMI of the study population was 19.949 ± 4.801 kg/m2 and the mean WHr was 0.872 ± 0.101, indicating a moderate to high risk of metabolic disorder among the study population. Increased BMI, short sleep, and sedentary and vigorous physical activity can contribute to the risk of developing menstrual disorders. Unhealthy food habits are a major risk factor for menstrual disorders. Lifestyle modifications like healthy food habits, sleeping patterns, physical activity, etc. can effectively reduce the risk of menstrual disorders and also cut down the severity of more complex health problems. In-depth biochemical and molecular analysis is required to identify specific biomarkers.",Scientific reports,2023,10.1038/s41598-023-35858-2,Dhar S,3,Other,Journal Article,Female; Humans; Adolescent; Quality of Life; Cross-Sectional Studies; Menstruation Disturbances; Dysmenorrhea; Surveys and Questionnaires; Life Style; Prevalence,2026-09-25T01:46:52+00:00
37383339,Incredible Combination of Lifestyle Modification and Herbal Remedies for Polycystic Ovarian Syndrome Management.,"A relatively frequent endocrine-metabolic illness called polycystic ovarian syndrome (PCOS) is characterized by polycystic ovaries, persistent anovulation, and hyperandrogenism, which cause symptoms such as irregular menstruation, infertility, and hirsutism. PCOS is linked to obesity, insulin resistance, and increased amounts of androgens, or male hormones. The sedentary lifestyle, dietary fluctuations, inactivity, and stress are other contributing variables. According to estimates from India in 2021, around 22.5% of women, or one in five Indian women, suffer from PCOS. Evidence-based medical care for PCOS places a strong focus on a multidisciplinary approach, as standard pharmacological treatment frequently targets a single symptom, may be contraindicated, has adverse effects, and is ineffective in certain circumstances. However, long-term treatments have drawbacks and are likely to be ineffective, making complementary and alternative therapies a worthwhile choice. Yoga science is a thorough treatment plan for a healthy body and mind that may eradicate PCOS's primary causes, stress and obesity. Some common herbal remedies, including Foeniculum vulgare, Tinospora cordifolia, Asparagus racemosus, Ocimum tenuiflorum, Areca catechu, and Lepidium meyenii, have been highly regarded sources that have the benefits of lowering PCOS as well as having hypoglycemic and antiobesity effects. In light of existing literature, women with PCOS experienced symptomatic relief, improvement in hormonal balance, and the quality of life by utilizing yoga practices as well as herbal remedies. In conclusion, combining lifestyle modifications with herbal remedies can be used in the management of PCOS as a holistic approach. Therefore, this review opens a new window for researchers all across the world to validate such findings.",Evidence-based complementary and alternative medicine : eCAM,2023,10.1155/2023/3705508,Balkrishna A,8,Review,Journal Article; Review,,2026-09-25T01:46:52+00:00
37299542,"Impact of COVID-19 Restriction on Weight, Physical Activity, Diet and Psychological Distress on People with PCOS.","BACKGROUND: People with polycystic ovary syndrome (PCOS) have higher weight gain and psychological distress compared to those without PCOS. While COVID-19 restrictions led to population level adverse changes in lifestyle, weight gain and psychological distress, their impact on people with PCOS is unclear. The aim of this study was to investigate the impact the 2020 COVID-19 restrictions had on weight, physical activity, diet and psychological distress for Australians with PCOS. METHODS: Australian reproductive-aged women participated in an online survey with assessment of weight, physical activity, diet and psychological distress. Multivariable logistic and linear regression were used to examine associations between PCOS and residential location with health outcomes. RESULTS: On adjusted analysis, those with PCOS gained more weight (2.9%; 95% CI; 0.027-3.020; p = 0.046), were less likely to meet physical activity recommendations (OR 0.50; 95% CI; 0.32-0.79; p = 0.003) and had higher sugar-sweetened beverage intake (OR 1.74; 95% CI 1.10-2.75; p = 0.019) but no differences in psychological distress compared to women without PCOS. CONCLUSIONS: People with PCOS were more adversely affected by COVID-19 restrictions, which may worsen their clinical features and disease burden. Additional health care support may be necessary to assist people with PCOS to meet dietary and physical activity recommendations.",Nutrients,2023,10.3390/nu15112579,McGowan M,8,Other,Journal Article,Humans; Female; Adult; COVID-19; Weight Gain; Exercise; Psychological Distress; Polycystic Ovary Syndrome; Diet; Australia; Cross-Sectional Studies; Surveys and Questionnaires; Sedentary Behavior; Pandemics,2026-09-25T01:46:52+00:00
37109585,Pathophysiological Effects of Contemporary Lifestyle on Evolutionary-Conserved Survival Mechanisms in Polycystic Ovary Syndrome.,"Polycystic ovary syndrome (PCOS) is increasingly being characterized as an evolutionary mismatch disorder that presents with a complex mixture of metabolic and endocrine symptoms. The Evolutionary Model proposes that PCOS arises from a collection of inherited polymorphisms that have been consistently demonstrated in a variety of ethnic groups and races. In utero developmental programming of susceptible genomic variants are thought to predispose the offspring to develop PCOS. Postnatal exposure to lifestyle and environmental risk factors results in epigenetic activation of developmentally programmed genes and disturbance of the hallmarks of health. The resulting pathophysiological changes represent the consequences of poor-quality diet, sedentary behaviour, endocrine disrupting chemicals, stress, circadian disruption, and other lifestyle factors. Emerging evidence suggests that lifestyle-induced gastrointestinal dysbiosis plays a central role in the pathogenesis of PCOS. Lifestyle and environmental exposures initiate changes that result in disturbance of the gastrointestinal microbiome (dysbiosis), immune dysregulation (chronic inflammation), altered metabolism (insulin resistance), endocrine and reproductive imbalance (hyperandrogenism), and central nervous system dysfunction (neuroendocrine and autonomic nervous system). PCOS can be a progressive metabolic condition that leads to obesity, gestational diabetes, type two diabetes, metabolic-associated fatty liver disease, metabolic syndrome, cardiovascular disease, and cancer. This review explores the mechanisms that underpin the evolutionary mismatch between ancient survival pathways and contemporary lifestyle factors involved in the pathogenesis and pathophysiology of PCOS.","Life (Basel, Switzerland)",2023,10.3390/life13041056,Parker J,1,Review,Journal Article; Review,,2026-09-25T01:46:52+00:00
37048550,The Effect of Tailored Short Message Service (SMS) on Physical Activity: Results from a Three-Component Randomized Controlled Lifestyle Intervention in Women with PCOS.,"This analysis of secondary outcome measures of a randomized controlled trial was conducted to study the effect of a one-year three-component (cognitive behavioural therapy, diet, exercise) lifestyle intervention (LSI), with or without additional Short Message Service (SMS) support, on physical activity and aerobic capacity in overweight or obese women with polycystic ovary syndrome (PCOS). Women diagnosed with PCOS and a BMI > 25 kg/m2 were randomly assigned to LSI with SMS support (SMS+, n = 60), LSI without SMS support (SMS-, n = 63) or care as usual (CAU, n = 60) in order to lose weight. Based on results from the International Physical Activity Questionnaire (IPAQ), we found a significant within-group increase after one year for SMS+ in the high physical activity category (+31%, p < 0.01) and sitting behaviour decreased (Δ -871 min/week, p < 0.01). Moreover, the peak cycle ergometer workload increased within SMS+ (Δ +10 watts, p < 0.01). The SMS+ group also demonstrated a significantly different increase in walking metabolic equivalent of task minutes (METmin)/week compared with CAU after one year (Δ 1106 METmin/week, p < 0.05). Apart from this increase in walking activity, no other between-group differences were found in this trial. Overall, based on within-group results, SMS support seemed to help with improving physical activity and aerobic capacity and decreasing sedentary behaviour.",Journal of clinical medicine,2023,10.3390/jcm12072466,Dietz de Loos A,7,Randomized Controlled Trial,Journal Article,,2026-09-25T01:46:52+00:00
36858977,"Childhood obesity: causes, consequences, and prevention.","As a result of the dramatic increase in the prevalence of overweight and obesity among children, childhood obesity is one of the most critical global public health challenges of the 21st century. Weight gain occurs when energy intake exceeds energy expenditure. Both genetic and environmental factors (such as a sedentary lifestyle) are implicated in its pathogenesis. Childhood obesity is associated with physical, psychological, and social consequences. Obese children are at higher risk of elevated fasting blood glucose, insulin resistance, impaired glucose tolerance, type 2 diabetes, hypertension, polycystic ovarian syndrome (PCOS), atherosclerosis and cardiovascular disease (CVD), sleep apnea, and asthma. Psychological and social consequences include low self-esteem, social discomfort and isolation, and depression. Since COVID-19 was declared a global pandemic, millions of children and adolescents worldwide have been affected drastically. While COVID-19 has increased the prevalence of weight gain and childhood obesity, obese children, on the other hand, have suffered excessively from COVID-19. Here, we provide details on the endocrine, metabolic, and epidemiological aspects of childhood obesity with a concise discussion of the relationship between COVID-19 and childhood obesity. The endocrine chapter is focused on childhood obesity pathophysiology and the role of adipocytes and insulin in the mechanism of obesity. The metabolic chapter covered metabolic diseases related to childhood obesity. In contrast, the epidemiological chapter covered the risk factors of childhood obesity and current approaches to the prevention of childhood obesity.",Ceska a Slovenska farmacie : casopis Ceske farmaceuticke spolecnosti a Slovenske farmaceuticke spolecnosti,2023,,Ali AT,3,Other,Journal Article,"Child; Adolescent; Humans; Pediatric Obesity; Diabetes Mellitus, Type 2; COVID-19; Risk Factors; Weight Gain",2026-09-25T01:46:52+00:00
36788488,Association between self-reported sedentary behavior and health-related quality of life among infertile women with polycystic ovary syndrome.,"BACKGROUND: High sedentary behavior and poor health-related quality of life (HRQoL) were common among women with polycystic ovary syndrome (PCOS). However, the association of sedentary behavior with HRQoL among infertile women with PCOS is still unknown. This study aimed to investigate the association of sedentary behavior with HRQoL among them. METHODS: A cross-sectional study was conducted with 283 participants recruited from infertility outpatient clinic. A self-administered, structured questionnaire including the modified PCOS health-related QoL questionnaire (MPCOSQ), the International Physical Activity Questionnaire short form (IPAQ-SF), the Patient Health Questionnaire-9 (PHQ-9), and the Generalized Anxiety Disorder-7 (GAD-7) was used. Anthropometric and laboratory indictors related to PCOS were also collected. Multivariable linear regression analyses were performed to identify the associations. Bonferroni correction was utilized for multiple testing correction. RESULTS: Sedentary behavior was associated with reduced HRQoL among this group. Specifically, over seven hours per day of sedentary behavior was strongly associated with total and several aspects of HRQoL (β ranged from - 0.378 to - 0.141, all P < 0.0063) after adjusting for physical activity, anxiety and depression. In addition, elevated BMI (β = - 0.407, P < 0.001) and anxiety (β ranged from - 0.410 to - 0.245, all P < 0.0063) were associated with poor HRQoL, while physical activity and depression were not. CONCLUSION: Sedentary behavior is an important behavior among infertile women with PCOS as it was associated with poorer HRQoL. Future interventions seeking to improve HRQoL should be considered to reduce sedentary behavior and psychological burden as primary intervention targets.",BMC women's health,2023,10.1186/s12905-023-02222-5,Cao Y,3,Other,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Female; Quality of Life; Polycystic Ovary Syndrome; Infertility, Female; Self Report; Sedentary Behavior; Cross-Sectional Studies",2026-09-25T01:46:52+00:00
35639552,Comparison of dietary and physical activity behaviors in women with and without polycystic ovary syndrome: a systematic review and meta-analysis of 39 471 women.,"BACKGROUND: Lifestyle (dietary and/or physical activity [PA]) modification is recommended as first-line therapy to manage polycystic ovary syndrome (PCOS). Current recommendations are based on healthy lifestyle practices for the general public since evidence for unique lifestyle approaches in PCOS is limited and low quality. OBJECTIVE AND RATIONALE: We aimed to synthesize evidence on dietary and PA behaviors between women with PCOS and those without PCOS. Primary outcomes were overall diet quality, total energy intake and total PA, and secondary outcomes included macronutrients, micronutrients, food groups, foods, glycemic indices, sedentary time and sitting levels. We conducted this work to identify any unique lifestyle behaviors in women with PCOS that could underlie the propensity of weight gain and obesity in PCOS and be targeted for precision nutrition and PA interventions. These findings could be used to inform future practice recommendations and research that more effectively address complications (weight gain, obesity, diabetes, infertility, cardiovascular disease and mental health) in this high-risk population. SEARCH METHODS: Databases of MEDLINE, Web of Science, Scopus and CINAHL were searched until 15 February 2022 to identify observational studies documenting dietary and PA behaviors between women with PCOS and without PCOS (Controls). Studies on children, adolescents (&lt;18 years), pregnant or menopausal-aged women (&gt;50 years) were excluded. Data were pooled by random-effects models and expressed as (standardized) mean differences (MD) and 95% CIs. The risk of bias was assessed by the Newcastle-Ottawa scale (NOS). OUTCOMES: Fifty-four studies (N = 39 471 participants; [n = 8736 PCOS; 30 735 Controls]) were eligible (96%; [52/54] NOS scores ≥ 7). Women with PCOS had higher cholesterol (MD: 12.78, 95% CI: 1.48 to 24.08 mg/day; P = 0.03; I2 = 19%), lower magnesium (MD: -21.46, 95% CI: -41.03 to -1.91 mg/day; P = 0.03; I2 = 76%), and a tendency for lower zinc (MD: -1.08, 95% CI: -2.19 to -0.03 mg/day; P = 0.05; I2 = 96%) intake, despite lower alcohol consumption (MD: -0.95, 95% CI: -1.67 to 0.22 g/day; P = 0.02; I2 = 0%) versus Controls. Also, women with PCOS had lower total PA (standardized mean difference: -0.38, 95% CI: -0.72 to 0.03; P = 0.03; I2 = 98%). Conversely, energy, macronutrients (carbohydrate, fat, protein, fiber), micronutrients (folic acid, iron, calcium, sodium), glycemic index and glycemic load were similar (all: P ≥ 0.06). Most eligible studies reported lower total adherence to healthy eating patterns or poorer consumption of major food groups (grains, fruits, vegetables, proteins, seeds, nuts, dairy) in women with PCOS, as described narratively since variable study methodology did not permit meta-analyses. WIDER IMPLICATIONS: Collective evidence supports that women with PCOS have a lower overall diet quality, poorer dietary intakes (higher cholesterol, lower magnesium and zinc) and lower total PA, despite lower alcohol consumption versus those without PCOS. Considerable heterogeneity among studies reinforces the need for research to address any relative contributions of other factors (e.g. genetic, metabolic or sociodemographic) to the observed differences. These clarifications may contribute to future evidence-based guideline recommendations on monitoring and managing PCOS in the era of precision lifestyle medicine.",Human reproduction update,2022,10.1093/humupd/dmac023,Kazemi M,12,Meta-Analysis,"Meta-Analysis; Systematic Review; Journal Article; Research Support, Non-U.S. Gov't",Adolescent; Child; Female; Humans; Aged; Polycystic Ovary Syndrome; Magnesium; Diet; Obesity; Exercise; Weight Gain; Micronutrients; Zinc; Cholesterol,2026-09-25T01:46:52+00:00
35606099,Supervised Aerobic Exercise Training and Increased Lifestyle Physical Activity to Reduce Cardiovascular Disease Risk for Women With Polycystic Ovary Syndrome: A Randomized Controlled Feasibility Trial.,"BACKGROUND: Polycystic ovary syndrome (PCOS) is a complex, heterogeneous endocrinopathy. Women with PCOS often present with cardiovascular disease risk factors. Physical activity (PA) interventions reduce cardiovascular disease risk factors in women with PCOS. However, sedentary behaviors have a distinct deleterious effect on cardiometabolic health. Increasing PA and reducing sedentary behaviors may be a worthwhile therapeutic target to improve cardiovascular health in this population. This study investigated the feasibility of 2 PA interventions to decrease cardiovascular disease risk in women with PCOS. METHODS: This was a feasibility randomized controlled trial of 2 PA interventions in 36 women with PCOS. Participants were randomized to a supervised exercise intervention (n = 12), a lifestyle physical activity group intervention aimed at reducing sedentary behaviors (n = 12), or a control group (n = 12), for 12 weeks. Primary outcomes included the feasibility and acceptability of the interventions and procedures. RESULTS: Recruitment rate was 56%. Adherence rate was 53% and 100% to the exercise intervention and lifestyle PA intervention, respectively. Secondary outcome data indicate a reduction in oxidized low-density lipoprotein concentrations in the exercise group, and weight loss in both intervention groups. CONCLUSIONS: The procedures for recruitment, allocation, and outcome measurements were acceptable. However, before progression to a full-scale trial, adherence to the exercise program should be addressed.",Journal of physical activity & health,2022,10.1123/jpah.2022-0103,Woodward A,5,Randomized Controlled Trial,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Cardiovascular Diseases; Exercise; Feasibility Studies; Female; Humans; Life Style; Polycystic Ovary Syndrome,2026-09-25T01:46:52+00:00
35516692,Effect of integrated approach of yoga and naturopathy on polycystic ovarian syndrome: A case study.,"Owing to stress, sedentary lifestyle and changes in diet pattern, there is an increase in the surge of lifestyle and metabolic disorders. Polycystic ovarian syndrome (PCOS) affects 8-13% of reproductive-aged women. PCOS is characterised by menstrual irregularity, hyperandrogenism and polycystic ovarian morphology (PCOM). The efficacy of yoga as a therapy to tackle the direct and indirect cause of ailment in the management of PCOS is to be documented. This is the case study of a female patient age 25 years, a diagnosed case of PCOS was registered at the Ayurveda, Yoga, Unani,Siddha,Homeopathy (AYUSH), yoga OPD, with complaints of irregular menstruation, treated successfully by Yoga and Naturopathy (Y and N), i.e., yoga, diet and lifestyle modification. This is evident from the reduction in weight, regularisation of the menstrual cycle along with morphological changes in the ovary after a follow-up of 6 months.",Journal of family medicine and primary care,2022,10.4103/jfmpc.jfmpc_651_21,Shrivastava R,4,Case Report,Case Reports; Journal Article,,2026-09-25T01:46:52+00:00
